timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
395803637183,1,2,0,0,-2,-2,0,-1
395803644567,2,2,2,3,0,-2,0,1
395803644567,1,7,2,1,-1,-2,1,-1
395803660297,-1,1,-1,0,-1,-3,-2,-3
395803660297,-2,1,-2,0,1,0,-1,1
395803660869,1,-9,-7,-8,-5,-1,-1,0
395803660869,-2,5,1,-1,-2,-1,-1,0
395803675962,5,4,0,1,2,2,0,-1
395803675962,-4,1,1,2,1,-1,-2,-3
395803681934,0,-5,-1,0,0,1,0,1
395803681934,3,2,-8,-6,-2,-1,1,1
395803697057,1,-2,8,11,1,1,-1,0
395803697057,1,8,18,6,-1,0,0,0
395803704574,-11,-2,-2,-6,-3,-2,-3,-4
395803704574,-1,-8,1,8,1,0,-1,-2
395803720218,-4,-4,-9,-4,-2,0,-1,-1
395803720218,-4,-3,-5,-2,-1,0,0,-2
395803721055,6,-8,-3,-4,-1,-2,-2,2
395803721055,-2,5,5,3,-2,-1,0,-1
395803735946,0,-1,0,-4,-1,0,-1,-1
395803735946,-1,-7,-1,2,0,-1,1,0
395803741920,0,15,1,-3,-1,-1,-1,-2
395803741920,-1,-3,-3,-3,0,-1,0,-1
395803757134,-3,0,2,1,0,0,-1,-2
395803757134,0,3,-6,-4,-2,0,2,1
395803764632,-2,1,0,0,-1,0,-2,-2
395803764632,1,3,1,-1,-1,0,-3,0
395803780311,-2,16,1,0,-1,-4,-1,-2
395803780311,-4,-18,-2,0,-1,-1,-3,-3
395803780891,0,-2,-2,-2,-3,-2,-2,-2
395803780891,-1,9,-2,-4,0,2,1,0
395803795964,-4,-15,7,-4,-3,-2,-2,-1
395803795964,0,-3,3,11,2,-4,0,-1
395803801920,0,1,-7,-3,-1,-1,0,-1
395803801920,0,2,1,0,-3,-2,-2,0
395803817229,-1,-8,-6,-5,-2,-1,-1,0
395803817229,2,8,0,-5,-1,1,1,-1
395803824644,-2,-14,-1,2,-1,-1,0,0
395803824644,1,4,-2,0,-1,-1,-2,-1
395803840094,-1,-1,-7,-2,-2,0,1,-1
395803840094,0,-5,0,1,1,0,-2,-3
395803840931,1,3,-2,-2,-1,-2,-1,0
395803840931,-1,-5,-2,-4,-3,-1,-2,-2
395803855997,0,-12,2,-2,0,-1,0,-1
395803855997,0,15,1,13,1,0,-1,1
395803861964,-4,0,-6,-4,0,-1,-2,1
395803861964,-2,-6,0,-5,-4,-4,-2,-3
395803877064,-2,1,9,1,-2,-1,-1,-1
395803877064,2,1,-8,-9,-3,-2,-2,-1
395803884451,1,0,2,2,-2,-2,-2,-2
395803884451,-1,5,-2,1,2,0,0,-2
395803900243,3,4,-8,-5,-2,-2,0,0
395803900243,-11,-3,2,0,0,0,-1,-3
395803900887,-1,4,0,-1,-3,-1,-1,0
395803900887,-1,-4,-7,-6,0,0,0,-1
395803915907,-1,-19,-3,5,3,1,0,-2
